Number,E-Word,S-Word,Val-Mn-All,Val-Sd-All,Aro-Mn-All,Aro-Sd-All,Dom-Mn-All,Dom-Sd-All,Nlett,Nsyll ,GClass,Freq ,Neigh,Fam ,Con ,Imag 
73,city,ciudad,5.66,1.67,5.97,1.67,4.56,2.02,6,2,N,271.07,0,6.56,5.3,6.19
703,coward,cobarde,2.56,1.39,5.49,1.98,4.10,2.18,7,3,A/N,6.79,0,4.51,3.91,3.85
551,car,coche,6.67,1.72,5.83,2.03,4.93,2.33,5,2,N,122.86,3,6.59,5.52,6.47
709,cuisine,cocina,5.71,2.00,4.93,1.94,5.61,2.00,6,3,N,65.18,4,6.35,6.02,6.01
697,cook,cocinero,5.99,1.56,5.11,2.05,5.38,1.80,8,4,N,5.54,1,5.76,6.36,6.36
737,elbow,codo,4.59,1.28,4.26,1.56,5.28,1.72,4,2,N,7.5,17,5.63,5.57,4.27
819,intercourse,coito,7.26,2.20,7.58,1.78,6.07,2.35,5,2,N,4.82,4,4.3,6.3,6.25
342,rage,cólera,2.11,1.90,7.58,1.77,3.64,2.38,6,3,N,13.93,1,3.09,4,4.2
694,color,color,6.77,1.76,5.84,2.11,5.52,2.11,5,2,N,128.75,4,6.51,3.75,5.2
695,column,columna,4.71,1.57,4.14,1.74,5.29,1.87,7,3,N,37.5,0,5.86,5.09,6.61
77,comedy,comedia,7.71,1.46,6.33,1.99,5.62,1.95,7,3,N,21.43,1,5.6,4.59,4.87
136,eat,comer,7.18,1.48,5.53,1.94,5.82,1.94,5,2,V,86.96,3,6.9,5.49,6.29
514,food,comida,6.77,1.70,5.50,2.06,5.09,1.98,6,3,N,61.25,6,6.76,4.43,6
143,engaged,comprometido,6.23,1.98,5.47,1.89,6.38,1.94,12,5,V/A,8.04,1,UnAv,UnAv,UnAv
78,concentrate,concentrado,6.12,1.75,5.21,2.09,6.23,2.02,11,4,V/A,8.75,1,UnAv,UnAv,UnAv
54,bunny,conejito,6.46,1.52,4.88,2.23,5.03,1.91,8,4,N,0,0,UnAv,UnAv,UnAv
527,rabbit,conejo,6.18,1.50,5.02,1.88,4.81,2.05,6,3,N,6.61,2,6.02,6.36,6.02
457,trust,confianza,7.78,1.43,5.29,2.54,5.77,2.04,9,3,N,63.39,0,6.56,4.3,5.01
696,comfort,confort,8.04,1.27,3.56,2.42,6.63,1.59,7,2,N,0,0,UnAv,UnAv,UnAv
80,confused,confuso,2.78,1.44,5.78,1.94,3.28,1.88,7,3,A,11.79,2,UnAv,UnAv,UnAv
249,knowledge,conocimiento,7.73,1.48,6.29,2.08,7.22,1.72,12,5,N,113.04,0,6.03,2.56,1.64
437,thoughtful,considerado,6.99,1.62,4.77,1.98,5.07,2.20,11,5,V/A,29.64,1,UnAv,UnAv,UnAv
850,locker,consigna,4.79,1.53,4.69,1.48,4.89,1.53,8,3,N,8.04,0,3.94,4.38,3.68
81,consoled,consolado,5.54,1.94,4.49,1.92,5.06,1.81,9,4,V,0,1,UnAv,UnAv,UnAv
321,pollute,contaminar,1.58,1.13,6.56,1.85,4.60,2.57,10,4,V,0.54,0,UnAv,UnAv,UnAv
83,contents,contenido,5.21,1.80,4.27,2.15,4.63,1.99,9,4,V/A/N,64.82,2,5.91,3.31,3.89
84,context,contexto,5.00,1.26,4.89,1.20,5.01,1.60,8,3,N,24.29,1,5.05,3.16,2.88
79,confident,convencido,6.51,1.76,5.29,2.15,6.43,1.70,10,4,V/A,0,0,UnAv,UnAv,UnAv
754,flirt,coqueto,5.79,1.69,5.13,1.77,5.30,1.84,7,3,A/N,0.54,1,UnAv,UnAv,UnAv
787,heart,corazón,6.64,1.86,6.22,1.99,4.84,2.23,7,3,N,151.43,1,6.76,6.01,6.15
699,cork,corcho,4.93,1.48,4.16,1.81,5.20,1.85,6,2,N,3.93,1,UnAv,UnAv,UnAv
837,lamb,cordero,5.38,1.65,4.74,1.44,5.06,1.57,7,3,N,9.11,1,6.2,6.01,5.96
90,crown,corona,5.21,1.95,4.48,1.97,4.64,2.28,6,3,N,25.36,2,3.07,5.43,5.54
571,runner,corredor,4.08,2.02,5.50,2.23,4.22,2.32,8,3,N,24.82,0,5.65,4.32,5.37
859,mail,correo,6.43,1.72,5.54,1.97,4.76,1.93,6,3,N,9.46,3,5.33,5.46,4.96
702,corrupt,corrupto,2.08,1.46,6.14,2.03,3.38,2.41,8,3,A/N,1.61,1,UnAv,UnAv,UnAv
711,cut,corte,2.88,1.63,6.00,2.10,3.90,1.75,5,2,N,46.61,6,5.86,3.58,4.46
320,politeness,cortesía,6.92,1.33,4.80,1.92,5.76,1.83,8,4,N,15.54,1,4.86,3.41,3.68
710,curtains,cortina,4.79,1.24,4.08,1.55,5.22,1.89,7,3,N,12.32,1,5.63,6.18,5.62
691,coast,costa,7.23,1.98,4.87,2.76,4.90,2.54,5,2,N,49.29,9,5.46,5.01,5.38
96,custom,costumbre,5.43,1.81,4.32,2.04,5.76,2.17,9,3,N,42.5,0,6.35,5.07,3.9
767,gossip,cotilleo,4.19,2.24,5.72,1.99,4.64,2.40,8,4,N,2.32,0,5.58,4.06,5.2
608,skull,cráneo,4.42,1.76,4.94,2.03,4.63,2.04,6,3,N,10.89,1,UnAv,UnAv,UnAv
523,pancakes,crepe,6.88,1.77,5.24,1.92,5.53,2.02,5,2,N,0.36,0,UnAv,UnAv,UnAv
1022,twilight,crepúsculo,6.32,2.14,4.02,2.19,4.38,2.38,10,4,N,10.54,1,4.44,5.33,5.09
835,kids,criatura,5.93,2.15,5.39,2.01,4.73,2.00,8,3,N,22.32,1,4.73,4.32,5.05
704,crime,crimen,1.64,1.14,6.67,2.07,3.02,2.10,6,2,N,29.29,0,5.08,4.76,5.63
705,criminal,criminal,1.77,1.38,6.81,2.13,2.97,1.93,8,3,A/N,12.32,0,4.8,4.51,UnAv
706,crisis,crisis,1.88,1.31,6.41,2.04,2.94,1.78,6,2,N,137.14,0,6.36,3.7,3.95
91,crucify,crucificar,1.87,1.26,6.26,2.31,3.19,2.03,10,4,V,0.54,0,UnAv,UnAv,UnAv
92,cruel,cruel,1.77,0.97,6.63,2.02,3.73,2.13,5,1,A,21.61,0,UnAv,UnAv,UnAv
408,square,cuadrado,4.87,1.14,4.16,1.79,5.16,1.70,8,3,A/N,12.5,1,6.36,5.38,6.01
75,cockroach,cucaracha,2.57,1.86,6.14,2.24,4.53,2.40,9,4,N,1.07,0,UnAv,UnAv,UnAv
596,knife,cuchillo,2.86,1.72,5.68,2.18,4.64,2.28,8,3,N,15.36,2,6.31,6.47,6.48
49,bowl,cuenco,5.01,1.31,3.89,1.72,5.34,2.17,6,2,N,3.21,2,4.57,5.21,5.67
665,body,cuerpo,6.02,1.75,5.59,1.74,5.53,2.05,6,2,N,343.39,3,6.11,4.83,6.11
747,fault,culpa,2.09,1.89,6.46,2.01,3.62,2.24,5,2,N,71.43,2,5.59,3.61,3.54
197,guilty,culpable,2.36,1.67,6.19,1.87,3.82,2.07,8,3,A/N,23.39,0,5.36,3.65,4.33
39,birthday,cumpleaños,7.54,1.58,6.74,1.85,5.74,2.10,10,4,N,13.75,1,6.82,5.69,5.53
328,priest,cura,4.52,2.36,5.08,2.16,4.99,2.15,4,2,N,38.39,15,5.91,4.31,5.47
786,heal,curar,7.66,1.62,6.27,2.24,5.67,2.10,5,2,V,10.18,2,6.44,3.87,4.26
95,curious,curioso,5.62,2.05,6.07,1.82,5.08,2.00,7,3,A/N,30.71,2,6.39,4.52,3.94
99,dagger,daga,3.66,2.11,5.84,2.02,4.63,2.26,4,2,N,1.61,10,UnAv,UnAv,UnAv
712,damage,daño,1.80,1.06,6.83,1.76,3.66,2.36,4,2,N,36.79,3,6.21,4.56,4.45
164,feeble,débil,2.56,1.40,4.99,2.10,3.46,2.16,5,2,A,32.5,1,UnAv,UnAv,UnAv
120,disappoint,decepcionar,1.57,1.25,6.01,2.48,3.64,2.51,11,4,V,0.18,0,UnAv,UnAv,UnAv
719,decorate,decorar,6.83,1.55,5.98,2.18,6.68,1.90,7,3,V,0.71,2,UnAv,UnAv,UnAv
628,addicted,dedicado,6.51,1.61,5.34,1.77,6.03,1.78,8,4,V,0,1,UnAv,UnAv,UnAv
752,finger,dedo,4.86,1.36,4.06,2.14,5.47,2.28,4,2,N,50.89,4,6.36,6.29,5.65
387,sheltered,defendido,6.17,2.33,5.28,2.13,4.90,2.42,9,4,V,8.93,1,UnAv,UnAv,UnAv
720,deformed,deforme,2.23,1.45,5.22,1.94,3.00,1.74,7,3,A,1.79,0,UnAv,UnAv,UnAv
105,delight,deleite,7.23,1.72,5.73,2.27,5.41,1.82,7,3,N,6.96,0,UnAv,UnAv,UnAv
183,gentle,delicado,5.64,2.31,4.13,2.07,5.18,2.23,8,4,A,17.32,1,UnAv,UnAv,UnAv
815,insane,demente,2.27,1.59,5.63,2.06,3.16,2.12,7,3,A/N,1.61,2,UnAv,UnAv,UnAv
106,demon,demonio,2.91,2.15,6.47,1.97,3.58,2.52,7,3,N,13.57,0,5.56,4.79,5.1
589,dentist,dentista,3.00,1.74,6.42,2.18,3.69,2.39,8,3,N,3.39,1,UnAv,UnAv,UnAv
644,athletics,deportes,6.56,1.87,6.60,1.88,6.23,2.03,8,3,N,0,0,UnAv,UnAv,UnAv
108,depression,depresión,1.56,1.12,4.88,2.96,3.04,2.49,9,4,N,21.96,1,5.8,4.31,4.59
107,depressed,deprimido,1.50,1.03,4.19,2.67,2.86,2.23,9,4,A/V,3.75,1,UnAv,UnAv,UnAv
126,displeased,desagrado,2.21,1.28,5.46,2.02,4.12,1.94,9,4,N,3.39,1,4.32,3.04,3.8
122,discouraged,desanimado,2.16,1.50,3.29,2.19,3.42,1.94,10,5,V/A,0.89,0,UnAv,UnAv,UnAv
121,disaster,desastre,1.60,1.14,6.92,2.03,3.09,2.19,8,3,N,19.11,0,5.88,4.31,4.81
468,vacation,descanso,7.52,1.81,2.76,2.39,6.54,1.89,8,3,N,32.86,1,6.68,4.75,4.62
102,decompose,descomposición,1.94,1.57,4.99,2.11,2.87,1.87,14,5,N,9.05,0,3.41,3.83,4.2
375,scorn,desdén,3.08,1.84,5.00,2.10,3.77,1.64,6,2,N,11.61,1,2.63,4.42,2.7
376,scornful,desdeñoso,2.66,1.41,4.76,1.82,4.43,1.66,9,4,A,2.32,1,UnAv,UnAv,UnAv
296,nonchalant,desenfadado,6.26,1.58,5.44,1.93,5.28,2.12,11,5,A,0.71,1,UnAv,UnAv,UnAv
1034,wish,deseo,7.98,1.25,7.31,1.83,5.26,2.20,5,3,N,100.89,1,6.11,2.8,4.55
109,deserter,desertor,3.38,1.95,5.08,1.90,3.81,1.95,8,3,N,1.07,1,UnAv,UnAv,UnAv
110,despairing,desesperado,2.00,1.36,7.27,1.76,2.68,2.05,11,5,A/N/V,10.36,1,UnAv,UnAv,UnAv
125,disloyal,desleal,1.74,0.95,5.92,2.17,3.13,1.77,7,3,A,2.86,0,UnAv,UnAv,UnAv
717,dazzle,deslumbramiento,4.38,1.95,6.02,1.97,3.80,1.95,15,5,N,1.24,0,UnAv,UnAv,UnAv
520,nude,desnudo,5.48,2.21,6.43,1.85,5.30,2.01,7,3,A,27.14,1,6.04,5.56,6.47
873,messy,desordenado,3.33,1.45,5.44,2.01,4.78,2.02,11,5,A/V,3.04,1,UnAv,UnAv,UnAv
861,mangle,despedazar,2.52,1.66,6.29,2.03,4.16,2.20,10,4,V,0.18,0,UnAv,UnAv,UnAv
485,waste,desperdicio,2.70,1.99,4.52,2.00,4.43,1.91,11,4,N,1.61,0,UnAv,UnAv,UnAv
111,despise,despreciar,1.98,1.61,5.79,1.95,4.50,2.09,10,3,V,4.11,0,4.22,3.72,3.33
63,carefree,despreocupado,5.07,2.69,4.00,2.23,4.67,2.42,13,6,A,1.95,0,UnAv,UnAv,UnAv
723,destruction,destrucción,1.50,0.88,6.70,2.07,2.53,1.96,11,4,N,29.29,1,5.31,4.44,5.41
112,destroy,destruir,2.09,1.40,6.29,2.08,3.97,2.21,8,2,V,13.93,0,5.81,3.92,4.95
779,handicap,desventaja,2.34,1.45,5.37,2.05,3.43,1.85,10,4,N,3.57,0,5.45,3.25,3.12
892,naked,desvestido,5.12,2.53,6.02,2.14,4.90,2.30,10,4,V,0,0,UnAv,UnAv,UnAv
724,detail,detalle,6.33,1.88,5.62,2.09,5.31,2.04,7,3,N,30.89,0,5.54,3.38,4.04
114,detest,detestar,2.18,1.61,5.77,2.15,4.13,2.06,8,3,V,0.71,1,UnAv,UnAv,UnAv
101,debt,deuda,1.92,1.08,6.09,2.06,4.26,2.45,5,2,N,18.93,0,5.81,4.51,3.87
116,devoted,devoto,4.22,2.06,4.16,1.90,4.76,2.23,6,3,A/N,3.39,1,4.82,4.57,4.21
115,devil,diablo,2.70,1.74,6.17,1.79,3.49,2.24,6,2,N,15.89,1,5.73,5.37,5.43
117,diamond,diamante,6.69,2.13,4.96,2.24,4.81,2.14,8,3,N,6.96,0,UnAv,UnAv,UnAv
660,bliss,dicha,6.70,1.90,5.51,2.38,5.16,2.04,5,2,N,45.36,5,4.72,2.81,3.2
790,hinder,dificultar,2.21,1.44,6.21,1.96,4.22,2.19,10,4,V,1.25,1,UnAv,UnAv,UnAv
118,dignified,digno,7.00,1.71,4.76,2.01,6.02,1.86,5,2,A,19.29,2,UnAv,UnAv,UnAv
282,money,dinero,7.46,1.63,6.40,1.92,5.50,2.40,6,3,N,206.96,1,6.71,5.7,6.2
190,god,díos,5.59,2.20,4.29,2.39,4.00,2.80,4,2,N,0,1,UnAv,UnAv,UnAv
119,diploma,diploma,7.46,1.93,6.10,2.20,6.01,1.99,7,3,N,2.14,0,UnAv,UnAv,UnAv
465,upset,disgustado,2.19,1.40,5.46,2.37,3.49,2.06,10,4,V/A,1.79,1,UnAv,UnAv,UnAv
13,aloof,distante,2.73,1.71,4.48,1.80,4.46,2.32,8,3,A,14.29,0,UnAv,UnAv,UnAv
361,riot,disturbio,2.57,2.00,6.64,1.83,3.31,2.23,9,3,N,0,0,UnAv,UnAv,UnAv
759,fun,diversión,8.32,1.15,7.68,1.70,6.23,1.99,9,4,N,11.07,1,6.41,3.69,5.53
128,divorce,divorcio,2.28,1.45,6.46,1.91,3.64,2.10,8,3,N,10.18,0,5.52,5.2,4.26
129,doctor,doctor,4.77,2.18,5.62,1.81,4.30,2.12,6,2,N,90.36,0,6.03,4.57,5.44
729,dollar,dólar,5.68,2.34,5.12,1.76,4.89,2.11,5,2,N,6.61,1,UnAv,UnAv,UnAv
804,illness,dolencia,1.83,1.19,5.69,2.36,2.74,1.84,8,3,N,5.36,1,4.97,4.33,4.43
301,pain,dolor,1.61,1.46,6.40,2.59,2.60,2.12,5,2,N,99.29,3,6.51,3.5,5.24
399,sleep,dormir,7.79,1.67,2.51,2.43,5.78,2.51,6,2,V,60.54,0,6.61,5.19,6.22
781,hard,duro,4.24,1.89,5.14,1.82,4.96,1.93,4,2,A,63.75,5,6.55,3.43,5.22
550,building,edificio,4.97,1.25,4.48,1.55,5.12,1.78,8,4,N,58.57,0,6.01,5.44,6.56
137,education,educación,7.07,1.84,5.73,2.00,6.48,1.97,9,5,N,61.96,1,6.69,3.9,3.91
503,cash,efectivo,6.80,1.46,5.40,2.07,6.04,1.85,8,4,A/N,10.18,3,5.72,3.27,3.31
382,selfish,egoísta,2.12,1.17,6.04,1.79,4.18,2.04,7,4,A/N,7.14,1,UnAv,UnAv,UnAv
154,execution,ejecución,2.48,2.13,6.68,2.04,3.96,2.63,9,5,N,11.61,1,5.27,4.25,5.34
155,exercise,ejercicio,5.70,1.99,6.33,1.97,6.26,1.87,9,4,N,58.93,0,6.52,4.05,5.7
23,army,ejército,2.49,1.74,5.79,2.26,3.19,2.09,8,4,N,84.29,1,5.57,5.57,5.55
641,appliance,electrodoméstico,5.10,1.28,4.02,1.62,5.32,1.91,16,7,N,0.35,0,UnAv,UnAv,UnAv
139,elegant,elegante,7.23,1.50,5.03,2.11,6.11,2.19,8,4,A,21.96,1,UnAv,UnAv,UnAv
147,employment,empleo,6.34,2.18,5.76,2.09,5.21,2.20,6,3,N,46.43,1,6.29,5.09,4.42
469,valentine,enamorado,8.33,1.20,7.32,2.31,4.56,2.84,9,5,V/A/N,21.43,1,6.24,3.83,5.58
68,charm,encanto,7.68,1.31,5.86,2.27,5.86,1.74,7,3,N,18.21,1,5.48,3.37,3.51
476,vigorous,enérgico,7.16,1.50,6.88,1.87,5.56,2.24,8,4,A,5.71,1,UnAv,UnAv,UnAv
18,angry,enfadado,2.20,1.19,6.61,2.22,3.84,2.20,8,4,V,0,0,UnAv,UnAv,UnAv
17,anger,enfado,2.50,1.72,7.33,1.76,4.40,2.17,6,3,N,3.21,0,UnAv,UnAv,UnAv
390,sickness,enfermedad,1.51,0.93,6.10,2.61,2.44,1.90,10,4,N,111.25,0,6.45,3.56,5.01
538,nurse,enfermera,4.83,1.97,5.66,1.81,4.74,2.25,9,4,N,13.57,1,6.39,6.6,6.67
607,sick,enfermo,1.61,0.86,4.50,2.62,3.01,1.98,7,3,N/A,50.36,1,5.94,5.25,6.05
149,enraged,enfurecido,2.02,1.23,7.48,1.55,3.76,2.37,10,5,V,0,0,UnAv,UnAv,UnAv
718,deceit,engaño,1.89,1.34,6.61,2.02,3.58,2.33,6,3,N,12.32,1,5.49,4.71,4.01
123,disdainful,engreído,2.16,1.52,6.06,1.91,4.08,2.16,8,4,A,0.89,1,UnAv,UnAv,UnAv
369,salad,ensalada,6.12,1.91,4.17,2.11,5.84,2.34,8,4,N,4.29,3,6.54,5.09,6.01
56,burial,entierro,1.36,1.04,6.32,2.59,2.40,1.82,8,3,N,12.68,1,5.9,5.41,6.05
674,busybody,entrometido,2.72,1.69,6.07,1.65,4.09,1.96,11,5,A/N,0.89,1,UnAv,UnAv,UnAv
152,excitement,entusiasmo,7.86,1.35,7.49,1.70,5.87,1.97,10,4,N,43.04,0,5.21,4.42,3.98
512,erotic,erótico,7.44,1.42,7.47,1.64,5.84,2.26,7,4,A,10.18,1,UnAv,UnAv,UnAv
880,mistake,error,2.62,1.88,6.40,2.05,3.71,2.07,5,2,N,56.61,1,6.69,3.5,3.75
374,scholar,erudito,5.83,1.87,4.80,1.73,5.17,2.08,7,4,N/A,3.93,1,2.49,4.34,3.47
971,scandal,escándalo,3.47,1.87,6.32,1.79,3.63,1.86,9,4,N,39.46,1,6.45,4.71,4.67
395,skeptical,escéptico,4.22,1.85,4.97,1.72,4.63,1.96,9,4,A/N,5.36,1,4.81,3.54,2.6
398,slave,esclavo,1.62,1.35,5.97,2.39,3.39,2.44,7,3,N,12.86,1,5.32,5.25,5.89
207,hide,esconder,3.63,1.73,5.28,1.82,4.43,2.08,8,3,V,5.36,0,6,4.03,4.66
979,shotgun,escopeta,2.32,1.73,6.33,2.07,4.16,2.56,8,4,N,9.64,0,3.61,5.86,6.32
378,scurvy,escorbuto,2.22,1.73,5.21,2.23,3.40,2.06,9,4,N,0.54,0,UnAv,UnAv,UnAv
377,scum,escoria,1.87,1.54,5.53,2.17,4.22,2.30,7,3,N,1.07,0,UnAv,UnAv,UnAv
976,scorpion,escorpión,2.86,1.96,7.13,2.02,3.16,2.01,9,4,N,1.43,1,UnAv,UnAv,UnAv
1036,writer,escritor,6.47,1.64,4.74,1.84,5.10,1.84,8,3,N,81.79,0,6.08,5.54,6.01
991,sphere,esfera,5.27,1.62,4.24,1.71,4.84,1.80,6,3,N,15,2,5.26,4.65,5.9
574,space,espacio,6.30,1.74,5.14,2.09,4.66,2.14,7,3,N,134.46,0,6.09,2.86,4.92
131,dreadful,espantoso,2.18,1.98,6.54,1.87,3.93,2.10,9,4,A,7.86,1,UnAv,UnAv,UnAv
794,hope,esperanza,8.11,1.11,6.59,2.27,5.79,2.39,9,4,N,78.39,0,5.98,3.43,3.9
212,hopeful,esperanzado,7.41,1.33,6.24,2.21,5.69,1.95,11,5,A,1.07,1,UnAv,UnAv,UnAv
436,thorn,espina,2.64,1.74,5.80,2.00,4.28,2.04,6,3,N,7.14,4,5.75,5.28,5.6
406,spirit,espíritu,5.51,2.28,4.86,2.30,4.27,2.24,8,4,N,86.61,1,5.09,3.67,3.23
1031,wife,esposa,5.61,2.21,4.88,2.15,5.41,2.30,6,3,N,69.64,2,4.95,5.27,5.54
407,spouse,esposo,6.03,2.24,5.50,1.97,5.41,2.00,6,3,N,18.39,2,4.64,5.5,5.73
756,foam,espuma,6.47,1.87,4.84,2.29,5.66,1.89,6,3,N,12.86,0,4.73,4.79,6.32
700,corner,esquina,4.47,1.09,4.57,1.55,4.76,1.60,7,3,N,40,3,6.11,5.41,6.26
994,stagnant,estancado,2.63,1.60,4.57,2.47,3.84,2.22,9,4,V,0.89,1,UnAv,UnAv,UnAv
995,statue,estatua,5.32,1.98,3.94,2.15,4.92,2.40,7,3,N,14.11,1,4.66,6.07,6.05
865,manure,estiércol,2.02,1.37,4.64,2.27,4.40,2.16,9,3,N,3.39,1,4.42,6.4,5.33
998,stomach,estómago,4.39,1.58,4.73,1.59,4.63,1.90,8,4,N,34.64,1,5.65,6.49,5.42
409,star,estrella,7.52,1.44,4.60,2.58,4.48,2.59,8,3,N,40.54,0,5.66,5.05,5.9
438,thrill,estremecerse,3.67,2.44,6.17,2.27,3.27,1.95,12,5,V,0,0,UnAv,UnAv,UnAv
413,stress,estrés,1.83,1.06,7.32,2.00,3.13,2.17,6,2,N,12.32,1,5.57,4.36,4.12
1001,stove,estufa,6.37,1.57,3.74,1.92,5.98,1.99,6,3,N,2.5,2,6.34,6.05,5.94
415,stupid,estúpido,2.60,1.54,5.58,1.96,3.86,2.04,8,4,A/N,9.29,1,UnAv,UnAv,UnAv
138,elated,eufórico,6.80,1.98,7.53,1.65,4.62,2.44,8,4,A,2.32,1,UnAv,UnAv,UnAv
151,excellence,excelencia,6.01,2.06,5.39,1.65,5.08,1.86,10,4,N,15.54,1,3.71,3.85,3.1
24,aroused,excitado,6.50,2.15,7.89,1.55,4.60,2.31,8,4,V,0,0,UnAv,UnAv,UnAv
153,excuse,excusa,3.14,1.69,6.11,1.71,5.06,2.16,6,3,N,14.29,2,5.58,3.56,4.06
417,success,éxito,7.69,1.79,6.83,2.16,5.79,2.33,5,3,N,103.04,1,6.26,3.81,3.8
267,luscious,exquisito,7.44,1.70,5.74,2.00,5.47,1.91,9,4,A/N,7.14,1,UnAv,UnAv,UnAv
735,ecstasy,éxtasis,4.76,2.41,6.69,2.04,4.14,2.43,7,3,N,12.86,1,5.18,4.05,4.17
521,outdoors,exterior,6.41,1.84,5.62,2.07,4.83,1.99,8,3,N,84.11,0,6.27,4.45,4.58
922,outstanding,extraordinario,7.37,1.69,6.12,1.85,5.09,2.56,14,6,A,23.27,0,UnAv,UnAv,UnAv
633,alien,extraterrestre,4.66,1.88,5.87,1.75,3.52,2.23,14,5,N,15.81,0,UnAv,UnAv,UnAv
734,easy,fácil,6.92,1.91,4.48,2.16,6.80,2.18,5,2,A,121.79,1,UnAv,UnAv,UnAv
744,false,falso ,1.73,1.24,6.17,2.31,4.16,2.11,5,2,A/N,21.61,2,UnAv,UnAv,UnAv
157,fame,fama,5.46,2.26,6.18,1.91,4.34,2.44,4,2,N,40.36,10,5.58,3.99,4.14
611,starving,famélico,2.12,1.69,5.82,2.01,3.68,2.04,8,4,A,0.54,1,UnAv,UnAv,UnAv
158,family,familia,8.18,1.09,5.31,2.49,5.89,2.47,7,3,N,210,0,6.33,5.35,6.13
745,famous,famoso,5.18,1.78,5.07,1.92,4.54,2.18,6,3,A/N,41.07,2,UnAv,UnAv,UnAv
746,fantasy,fantasía,7.39,1.50,6.96,1.65,5.46,2.39,8,4,N,25.71,2,6.31,2.96,3.83
847,lighthouse,faro,5.48,1.38,4.20,1.99,4.93,2.07,4,2,N,4.11,9,UnAv,UnAv,UnAv
785,headlight,farol,4.93,1.87,4.47,1.95,5.17,2.02,5,2,N,5.18,0,4.48,4.75,5.52
159,fascinate,fascinar,7.42,1.50,6.84,1.74,5.89,1.60,8,3,V,0.89,0,UnAv,UnAv,UnAv
936,phase,fase,4.82,1.12,4.80,1.56,4.66,1.64,4,2,N,53.57,3,5.14,3.26,3.98
20,annoy,fastidiar,2.26,1.51,5.90,2.31,4.77,2.41,9,3,V,1.43,0,UnAv,UnAv,UnAv
