Number,E-Word,S-Word,Val-Mn-All,Val-Sd-All,Aro-Mn-All,Aro-Sd-All,Dom-Mn-All,Dom-Sd-All,Nlett,Nsyll ,GClass,Freq ,Neigh,Fam ,Con ,Imag 
954,radiant,radiante,7.43,1.58,5.94,2.18,5.58,1.99,8,3,A,10.54,0,UnAv,UnAv,UnAv
341,radio,radio,6.29,1.74,5.52,2.02,5.87,1.90,5,2,N,83.21,1,6.34,5.78,6.05
667,bouquet,ramo,6.42,2.01,5.17,2.18,5.54,2.01,4,2,N,8.75,10,5.48,4.84,6.16
176,frog,rana,4.23,2.10,4.81,1.97,4.80,2.24,4,2,N,6.25,18,5.78,6.34,6.23
956,rancid,rancio,2.41,1.69,4.72,2.05,4.66,2.03,6,2,A,4.64,2,UnAv,UnAv,UnAv
953,quick,rápido,5.71,1.57,6.30,2.32,5.26,2.24,6,3,A,46.43,1,7,4.11,4.72
621,abduction,rapto,1.67,1.37,7.00,1.97,2.36,1.69,5,2,N,4.29,0,4.72,3.7,4.98
916,odd,raro,4.24,1.74,4.99,1.66,4.11,1.52,4,2,A,39.64,11,UnAv,UnAv,UnAv
573,skyscraper,rascacielos,4.73,2.26,5.94,1.80,4.29,2.14,11,4,N,4.11,0,4.61,6.49,6.07
345,rat,rata,2.67,1.82,6.32,1.90,3.78,2.03,4,2,N,12.5,23,6.3,6.54,6.14
104,defiant,rebelde,4.56,1.99,6.14,1.76,4.13,2.11,7,3,A,10.71,0,UnAv,UnAv,UnAv
150,errand,recado,4.43,1.29,4.83,1.57,4.98,2.01,6,3,N,6.96,5,5.7,3.97,3.58
349,rejected,rechazado,1.94,1.60,5.71,2.35,3.03,2.01,9,4,V,0,0,UnAv,UnAv,UnAv
555,dustpan,recogedor,4.22,1.62,4.28,1.71,5.41,2.02,9,4,N,0,0,UnAv,UnAv,UnAv
358,reward,recompensa,7.60,1.27,6.36,2.19,5.76,1.97,10,4,N,8.93,0,4.95,4.91,5.5
433,thankful,reconocido,6.11,1.59,5.02,2.06,5.40,1.81,10,5,A,20.89,1,UnAv,UnAv,UnAv
871,memories,recuerdos,6.96,1.88,5.69,2.33,5.80,2.55,9,3,N,0,0,UnAv,UnAv,UnAv
347,refreshment,refrigerio,5.18,2.22,4.68,1.75,5.14,1.70,10,4,N,0.71,0,UnAv,UnAv,UnAv
943,present,regalo,7.91,1.37,6.63,2.33,5.13,2.34,6,3,N,29.29,4,5.94,4.88,5.99
216,hostage,rehén,1.74,1.37,6.39,2.35,2.58,1.95,5,2,N,1.25,1,UnAv,UnAv,UnAv
952,queen,reina,4.91,2.23,4.74,2.04,4.66,2.07,5,2,N,46.07,4,5.47,5.12,6.35
350,relaxed,relajado,7.53,1.90,2.86,2.36,6.19,2.28,8,4,A,4.29,2,UnAv,UnAv,UnAv
598,lightning,relámpago,3.98,2.17,6.57,2.03,2.86,2.34,9,4,N,5.89,1,4.62,6.17,6.22
688,clock,reloj,4.96,2.02,4.72,2.01,5.29,2.37,5,2,N,50.71,0,6.76,6.5,6.04
864,mantel,repisa,4.73,1.10,4.24,1.81,5.03,1.89,6,3,N,2.32,1,4.94,5.75,5.36
958,reptile,reptil,3.41,2.10,6.08,2.28,3.56,2.08,6,2,N,3.21,0,5.86,4.92,6.4
913,obnoxious,repugnante,1.78,1.63,5.82,2.19,3.73,2.21,10,4,A,7.14,0,UnAv,UnAv,UnAv
352,rescue,rescate,7.27,1.97,7.00,1.98,4.71,2.23,7,3,N,16.25,0,5.47,4.06,4.52
959,resent,resentirse,2.29,1.31,5.86,1.58,3.58,1.91,10,4,V,0.71,0,UnAv,UnAv,UnAv
353,reserved,reservado,4.50,1.93,3.91,1.94,5.04,2.05,9,4,A/N,9.82,1,UnAv,UnAv,UnAv
354,respect,respeto,7.27,1.51,4.74,2.48,6.10,2.29,7,3,N,60.54,0,5.79,3.49,3.74
355,respectful,respetuoso,7.63,1.35,4.21,2.19,6.76,1.68,10,4,A,5.54,1,UnAv,UnAv,UnAv
639,answer,respuesta,5.79,1.61,5.52,1.99,5.64,2.00,9,3,N,113.75,0,6.62,4.38,3.98
960,restaurant,restaurante,6.72,1.38,5.71,1.89,5.87,1.72,11,4,N,25.71,0,6.18,5.9,6.53
721,delayed,retrasado,2.84,1.84,5.11,2.17,3.28,1.97,9,4,A/N,5.36,1,UnAv,UnAv,UnAv
961,reunion,reunión,5.62,2.16,5.90,1.74,5.20,1.94,7,3,N,60.36,1,5.76,4.4,5.25
356,reverent,reverente,4.59,1.73,4.60,1.84,4.74,1.76,9,4,A,0.54,1,UnAv,UnAv,UnAv
962,revolver,revólver,2.13,1.61,7.01,1.91,3.69,2.43,8,3,N,8.39,1,5.55,6.24,6.26
357,revolt,revuelta,3.23,1.86,6.64,1.66,3.16,1.90,8,3,N,9.29,3,4.47,3.25,4.02
247,king,rey,4.98,1.85,4.36,1.92,4.34,2.20,3,1,N,134.82,6,6.34,5,6.11
603,rifle,rifle,1.92,1.29,6.26,2.45,3.24,2.16,5,2,N,0.36,0,UnAv,UnAv,UnAv
963,rigid,rígido,3.39,1.80,4.89,2.07,4.51,2.17,6,3,A,7.14,2,UnAv,UnAv,UnAv
338,quarrel,riña,2.16,1.31,6.99,1.91,4.13,2.56,4,2,N,1.96,8,UnAv,UnAv,UnAv
362,river,río,7.03,1.49,4.62,2.32,4.58,2.37,3,2,N,101.43,2,6.43,6.2,6.25
359,riches,riqueza,7.04,1.72,5.81,2.04,5.42,2.42,7,3,N,24.82,0,5.35,4.1,4.9
251,laughter,risa,8.34,0.93,7.10,2.30,6.14,2.34,4,2,N,38.57,15,6.73,5.12,5.68
965,rock,roca,4.92,1.37,3.90,1.93,5.28,2.09,4,2,N,20.89,16,6.2,5.5,6.15
570,red,rojo,5.93,1.59,5.93,1.90,5.48,1.72,4,2,A,63.75,10,6.1,4.9,6.32
364,romantic,romántico,7.99,1.18,7.07,1.98,5.72,2.29,9,4,A/N,10,1,5.44,4.27,5.35
165,filth,roña,1.94,1.28,5.38,2.10,5.39,2.52,4,2,N,0.36,8,UnAv,UnAv,UnAv
74,clothing,ropa,6.69,1.70,5.63,2.12,5.78,1.85,4,2,N,72.32,11,6.58,3.78,6.15
672,broken,roto,3.02,1.51,5.46,1.64,3.93,1.86,4,2,A,30.54,18,UnAv,UnAv,UnAv
662,blond,rubio,5.28,1.43,4.96,1.77,4.78,1.79,5,2,A,33.21,5,6.23,5.49,6.03
904,noisy,ruidoso,2.63,1.38,6.93,1.92,3.62,1.95,7,3,A,4.11,2,UnAv,UnAv,UnAv
497,wise,sabio,7.14,1.47,5.17,2.17,5.67,2.18,5,2,A/N,16.61,2,5.27,4.6,5.18
1007,taste,sabor,6.88,1.56,5.39,2.18,5.33,2.25,5,2,N,24.46,3,6.26,3.66,4.51
204,health,salud  ,7.74,1.60,5.31,2.52,5.39,2.52,5,2,N,79.64,1,6.54,3.86,4.1
770,greet,saludar,6.61,1.50,5.12,2.06,6.04,2.02,7,3,V,10.71,0,6.21,4.09,5.57
370,salute,saludo,6.86,1.55,5.60,2.01,6.42,1.91,6,3,N,13.57,4,6.55,4.35,5.19
373,savior,salvador,6.89,1.75,5.51,2.17,5.34,2.24,8,3,A/N,9.82,1,UnAv,UnAv,UnAv
584,bloody,sangriento,1.42,0.70,6.79,2.33,3.16,1.87,10,3,A,3.93,1,UnAv,UnAv,UnAv
968,saint,santo,4.87,2.01,3.56,1.91,4.19,2.14,5,2,A/N,39.46,5,5.45,4.43,4.68
272,measles,sarampión,1.84,1.20,4.96,2.38,2.72,2.01,9,4,N,1.61,1,UnAv,UnAv,UnAv
372,satisfied,satisfecho,7.88,1.51,5.31,2.66,6.59,1.84,10,4,A,21.43,1,UnAv,UnAv,UnAv
561,hairdryer,secador,5.01,1.47,4.42,1.65,5.23,1.90,7,3,N,0.71,4,UnAv,UnAv,UnAv
391,silk,seda,6.73,1.72,4.00,2.09,5.40,1.94,4,2,N,24.29,11,5.96,5.61,5.73
967,safe,seguro,7.48,2.00,4.34,2.58,6.90,2.21,6,3,A/N,131.79,1,6.11,4.05,3.57
51,breast,seno,5.81,1.63,4.80,2.07,5.17,1.84,4,2,N,32.5,12,4.71,3.86,5.82
977,sentiment,sentimiento,7.36,1.70,6.79,2.10,4.33,2.33,11,4,N,50.89,0,6.05,2.22,4.14
383,serious,serio,3.80,1.84,4.04,1.77,4.73,1.88,5,2,A,35.36,3,UnAv,UnAv,UnAv
609,snake,serpiente,3.07,1.95,6.74,2.05,3.54,2.08,9,3,N,11.25,0,2.99,6.01,6.2
384,sex,sexo,7.76,1.17,7.59,1.55,5.87,2.30,4,2,N,81.79,7,6.66,4.78,5.6
530,sexy,sexy,7.33,1.68,7.07,1.61,5.80,1.88,4,2,A,0,1,UnAv,UnAv,UnAv
425,syphilis,sífilis,1.60,1.23,5.21,2.23,3.02,2.06,7,3,N,2.5,1,4.27,5.86,2.84
1030,whistle,silbato,4.21,1.50,5.81,2.01,4.84,1.70,7,3,N,1.61,0,UnAv,UnAv,UnAv
66,chair,silla,5.03,1.15,3.48,1.95,5.57,2.02,5,2,N,48.21,6,6.83,6.51,6.54
902,nice,simpático,7.94,1.42,6.62,2.10,6.38,1.67,9,4,A,12.5,1,UnAv,UnAv,UnAv
403,snob,snob,3.14,1.85,5.12,1.80,4.81,2.12,4,1,N/A,0,0,UnAv,UnAv,UnAv
30,awed,sobrecogido,3.00,1.85,5.67,2.36,3.73,1.87,11,5,V,0,0,UnAv,UnAv,UnAv
410,startled,sobresaltado,4.01,1.87,7.59,1.70,3.27,2.01,12,5,V,4.11,0,3.73,4.35,5.06
985,social,sociable,7.56,1.80,6.06,2.12,6.01,2.02,8,3,A,0.54,0,UnAv,UnAv,UnAv
906,noose,soga,2.01,1.52,5.83,2.37,3.22,2.18,4,2,N,5.18,14,4.19,5.9,6
532,sun,sol,7.90,1.31,5.69,2.73,5.41,2.66,3,1,N,186.07,6,6.62,6.19,6.53
1003,sunlight,soleado,8.14,1.15,6.39,2.49,5.42,2.75,7,4,A,0,2,UnAv,UnAv,UnAv
260,loneliness,soledad,2.50,1.78,4.67,2.62,3.78,2.22,7,3,N,62.5,0,5.65,4.46,4.81
405,solemn,solemne,4.58,1.90,4.31,1.99,4.76,2.24,7,3,A,12.14,0,UnAv,UnAv,UnAv
261,lonely,solitario,2.68,1.83,4.40,2.32,4.23,2.23,9,4,A,31.07,2,6.25,3.98,4.97
12,alone,solo,2.76,1.74,3.61,2.33,4.58,2.58,4,2,A,206.43,9,UnAv,UnAv,UnAv
385,shadow,sombra,4.03,1.57,4.57,2.20,4.23,1.81,6,2,N,73.04,1,5.48,5.4,6.02
783,hat,sombrero,4.87,1.36,4.11,1.83,5.46,2.03,8,3,N,30.54,0,3.24,5.78,6.56
346,rattle,sonajero,6.06,1.79,4.96,2.04,5.74,2.37,8,4,N,0.71,0,UnAv,UnAv,UnAv
422,surprised,sorprendido,6.29,1.96,6.87,1.89,3.76,2.37,11,4,A,0,0,UnAv,UnAv,UnAv
658,bland,soso,2.49,1.33,3.99,2.07,5.07,2.20,4,2,A,0.89,10,UnAv,UnAv,UnAv
423,suspicious,sospechoso,3.07,1.45,6.46,1.47,3.71,1.96,10,4,A,10.71,1,5.3,5.01,3
992,spray,spray,4.17,1.82,4.78,1.75,5.10,2.06,5,1,N,0,0,UnAv,UnAv,UnAv
986,soft,suave,7.04,1.44,4.29,2.38,5.32,2.16,5,2,A,38.93,0,UnAv,UnAv,UnAv
401,slum,suburbio,2.50,1.48,5.32,2.26,3.18,1.85,8,3,N,3.93,0,3.63,4.64,5.26
725,dirt,suciedad,1.98,1.12,5.61,2.06,5.48,2.30,8,3,N,7.32,2,4.78,4.58,6.33
590,dirty,sucio,1.91,1.06,5.62,1.99,5.50,2.27,5,2,A,15.89,2,UnAv,UnAv,UnAv
132,dream,sueño,6.60,2.10,3.63,2.44,4.10,2.45,5,2,N,132.14,5,6.49,4.02,5.09
419,suicide,suicidio,1.24,0.62,6.80,2.44,4.01,2.93,8,3,N,21.07,0,4.68,6.61,5.32
634,alimony,sustento,5.49,1.75,4.98,1.87,5.01,1.78,8,3,N,3.75,0,3.95,3.96,3.96
441,tobacco,tabaco,3.18,2.42,5.06,2.59,4.57,2.69,6,3,N,58.39,2,5.51,6.11,6
664,board,tablero,4.80,1.46,4.71,1.75,5.21,2.03,7,3,N,11.96,0,4.67,4.81,5.75
999,stool,taburete,4.79,1.50,3.59,1.89,5.44,2.38,8,4,N,4.46,0,4.86,6.31,5.83
427,talent,talento,7.44,1.84,5.84,2.18,5.83,2.28,7,3,N,28.75,0,3.24,3.71,UnAv
613,tank,tanque,2.39,1.90,6.04,2.08,3.03,1.99,6,2,N,3.93,0,5.26,5.1,5.89
59,cake,tarta,7.26,1.58,5.26,2.15,5.53,1.90,5,2,N,4.64,10,6.19,6.29,6.37
1008,taxi,taxi,4.64,1.47,4.71,1.96,4.86,1.95,4,2,N,22.5,0,6.04,6.31,6.65
742,fabric,tela,5.11,1.13,4.24,1.55,5.58,1.77,4,2,N,23.75,12,5.74,5.31,6.09
163,fearful,temeroso,2.67,1.51,6.22,2.19,3.30,2.00,8,4,A,6.25,1,UnAv,UnAv,UnAv
592,fear,temor,1.96,1.09,6.90,1.74,2.77,1.77,5,2,N,45.54,3,6.08,2.7,3.55
883,moody,temperamental,4.27,1.85,6.14,2.01,4.24,2.17,13,5,A,1.06,0,UnAv,UnAv,UnAv
560,fork,tenedor,4.80,1.51,4.43,1.74,5.56,2.02,7,3,N,3.75,1,6.16,6.22,6.4
540,tennis,tenis,5.81,1.70,5.37,2.10,5.41,1.87,5,2,N,14.46,2,6.16,5.95,5.48
428,tense,tenso,2.73,1.72,7.12,1.72,3.57,2.02,5,2,A,8.21,4,UnAv,UnAv,UnAv
416,subdued,tenue,5.23,1.99,3.79,1.95,5.20,2.09,5,2,A,12.14,0,UnAv,UnAv,UnAv
434,theory,teoría,4.59,1.87,4.67,1.91,4.81,1.96,6,4,N,106.96,1,6.47,3.64,2.94
429,termite,termita,3.40,1.67,5.04,1.95,4.74,1.89,7,3,N,0,1,UnAv,UnAv,UnAv
1012,thermometer,termómetro,4.28,1.70,4.49,1.66,4.87,1.83,10,4,N,2.68,1,UnAv,UnAv,UnAv
430,terrible,terrible,1.49,0.89,6.87,2.18,2.91,2.20,8,3,A,43.57,0,UnAv,UnAv,UnAv
614,terrorist,terrorista,1.51,1.21,7.33,2.14,2.28,2.13,10,4,N,16.25,0,UnAv,UnAv,UnAv
449,treasure,tesoro,7.27,1.68,6.39,1.88,5.37,2.07,6,3,N,15.54,0,4.73,4.83,5.74
606,shark,tiburón,3.07,1.98,7.38,1.99,3.46,2.57,7,3,N,2.68,1,UnAv,UnAv,UnAv
439,time,tiempo,5.27,2.22,5.51,2.02,3.54,2.25,6,2,N,743.93,0,6.33,3.13,3.31
1011,tender,tierno,7.91,1.26,4.47,2.61,5.81,2.22,6,2,A,6.96,1,UnAv,UnAv,UnAv
134,earth,tierra,5.63,1.81,4.64,1.91,4.93,1.92,6,2,N,229.11,2,6.34,5.1,6.52
997,stiff,tieso,3.68,1.81,4.38,2.11,4.33,2.03,5,2,A,5.89,2,UnAv,UnAv,UnAv
974,scissors,tijeras,4.18,1.45,5.00,1.60,5.01,2.10,7,3,N,4.82,0,6.78,6.37,6.16
440,timid,tímido,4.17,1.79,4.24,2.28,4.07,2.23,6,3,A,11.96,1,UnAv,UnAv,UnAv
229,ink,tinta,4.62,1.64,4.69,1.77,5.28,1.88,5,2,N,11.96,9,6.06,5.45,4.98
638,ankle,tobillo,4.60,1.44,4.33,1.67,5.16,1.85,7,3,N,3.04,2,UnAv,UnAv,UnAv
528,rollercoaster,tobogán,6.54,1.76,6.42,1.93,5.40,2.12,7,3,N,1.07,1,UnAv,UnAv,UnAv
135,easygoing,tolerante,7.66,1.34,4.72,2.09,6.20,2.05,9,4,A,4.11,0,UnAv,UnAv,UnAv
1021,tune,tonada,5.00,1.33,4.72,1.27,4.70,1.46,6,3,N,0.89,5,UnAv,UnAv,UnAv
905,nonsense,tontería,4.19,2.05,5.36,1.91,5.12,1.86,8,4,N,9.82,1,6.54,3.7,3.7
981,silly,tonto,3.30,1.65,4.57,1.78,4.51,1.87,5,2,A,17.86,5,6.76,4.2,UnAv
1000,storm,tormenta,4.14,2.36,6.10,2.19,2.94,1.97,8,3,N,14.82,1,6.73,5.33,6.26
444,tornado,tornado,2.24,1.62,6.94,2.29,2.17,1.68,7,3,N,3.75,1,UnAv,UnAv,UnAv
689,clumsy,torpe,3.09,1.38,5.26,1.80,3.98,1.93,5,2,A,14.29,2,UnAv,UnAv,UnAv
1016,tower,torre,5.16,1.75,4.54,1.89,4.52,2.00,5,2,N,22.32,2,5.8,5.71,6.13
445,torture,tortura,1.24,0.83,7.47,2.04,2.44,2.16,7,3,N,10.71,1,UnAv,UnAv,UnAv
446,toxic,tóxico,1.77,1.17,6.21,2.29,3.29,2.35,6,3,A/N,3.21,1,UnAv,UnAv,UnAv
447,tragedy,tragedia,1.64,1.15,7.24,1.94,2.52,1.70,8,3,N,31.61,0,5.3,3.75,4.57
37,betray,traicionar,1.58,0.95,6.57,2.34,3.96,2.51,10,3,V,1.79,0,UnAv,UnAv,UnAv
448,traitor,traidor,1.53,0.91,6.83,2.05,3.53,2.45,7,2,N,5.36,0,4.26,5.36,3.49
531,skijump,trampolín,5.69,1.69,5.90,1.99,5.43,1.99,9,3,N,0.89,1,UnAv,UnAv,UnAv
464,untroubled,tranquilo,6.86,1.91,2.36,2.04,5.61,2.72,9,3,A,35.18,1,UnAv,UnAv,UnAv
616,trauma,trauma,1.66,1.14,5.86,2.37,3.13,2.35,6,2,N,3.21,0,5.41,3.39,4.03
1028,voyage,travesía,5.44,1.99,5.04,1.86,5.17,1.86,8,4,N,7.86,1,3.79,4.96,4.63
878,mischief,travesura,6.03,1.74,6.82,1.64,5.52,2.08,9,4,N,1.25,1,UnAv,UnAv,UnAv
368,sad,triste,2.00,1.79,4.33,2.52,3.59,2.19,6,2,A,57.86,1,UnAv,UnAv,UnAv
452,triumphant,triunfante,7.51,1.81,6.72,1.93,5.59,2.19,10,3,A,3.93,0,UnAv,UnAv,UnAv
451,triumph,triunfo,7.89,1.56,7.03,2.05,5.96,2.26,7,2,N,46.79,0,5.41,4.5,4.8
453,trophy,trofeo,7.30,1.94,6.89,2.04,6.26,1.98,6,3,N,4.64,1,3.53,5.61,4.84
456,trumpet,trompeta,5.19,1.79,5.70,2.06,4.81,2.19,8,3,N,3.04,0,4.69,6.15,6.25
442,tomb,tumba,1.74,1.50,4.90,2.69,3.06,2.36,5,2,N,22.68,6,4.73,5.9,5.92
459,tumor,tumor,1.34,1.14,6.77,2.58,1.98,1.54,5,2,N,15.54,4,4.61,5.42,3.29
887,muddy,turbio,2.81,1.70,4.99,2.03,3.72,1.82,6,2,A,5,1,UnAv,UnAv,UnAv
461,ulcer,úlcera,1.70,1.25,5.71,2.16,2.51,1.96,6,3,N,6.79,1,UnAv,UnAv,UnAv
1023,unit,unidad,5.50,2.06,4.43,2.25,5.34,2.12,6,3,N,70.18,0,5.76,4.39,4.5
1024,utensil,utensilio,4.78,1.50,4.44,1.88,5.50,2.05,9,4,N,0.36,0,UnAv,UnAv,UnAv
466,useful,útil,7.24,1.71,5.96,2.14,6.20,2.06,4,2,A,26.43,1,6.35,3.3,3.75
554,cow,vaca,5.41,1.44,4.57,1.74,4.60,1.73,4,2,N,11.07,13,6.09,6.39,6.09
791,holiday,vacación,8.52,0.90,6.18,2.94,6.37,2.34,8,4,N,1.79,1,UnAv,UnAv,UnAv
1010,tease,vacilar,3.83,2.22,6.37,1.63,4.94,2.50,7,3,V,6.43,0,5.79,3.26,3.68
1025,vagina,vagina,5.00,1.87,4.82,2.22,5.02,2.13,6,3,N,7.32,1,UnAv,UnAv,UnAv
668,brave,valiente,7.49,1.36,6.46,2.01,6.37,1.97,8,3,A,11.25,2,UnAv,UnAv,UnAv
470,vampire,vampiro,3.49,2.26,6.26,1.91,3.82,2.35,7,3,N,3.93,0,4.25,5.62,5.91
471,vandal,vándalo,2.49,1.60,6.29,1.83,3.49,1.99,7,3,N,1.43,1,UnAv,UnAv,UnAv
472,vanity,vanidad,2.83,2.13,5.49,1.92,4.41,2.12,7,3,N,11.07,1,3.63,4.01,2.47
473,vehicle,vehículo,6.33,1.61,5.78,1.80,5.09,2.03,8,4,N,29.64,1,6.03,5.32,6.35
529,sailboat,velero,6.41,1.76,4.88,2.41,4.93,2.08,6,3,N,2.32,2,UnAv,UnAv,UnAv
1005,swift,veloz,5.99,1.53,6.72,1.74,5.22,1.95,5,2,A,6.96,1,UnAv,UnAv,UnAv
67,champion,vencedor,7.39,1.37,6.77,1.72,5.66,2.04,8,3,N,12.5,1,4.99,4.52,4.85
103,defeated,vencido,2.20,1.21,5.06,2.52,3.56,2.25,7,3,V,0,1,UnAv,UnAv,UnAv
648,bandage,venda,4.14,1.76,4.72,1.73,4.84,1.98,5,2,N,2.68,6,UnAv,UnAv,UnAv
474,venom,veneno,1.67,1.17,6.93,2.12,3.62,2.58,6,3,N,11.25,1,5.06,4.43,4.49
629,advantage,ventaja,6.90,1.51,5.60,2.03,5.36,1.84,7,3,N,35.18,1,5.87,3.83,3.1
495,window,ventana,5.88,1.75,4.88,1.84,5.58,1.78,7,3,N,93.93,2,6.77,5.98,6.49
458,truth,verdad,7.78,1.78,5.72,2.47,6.36,2.13,6,2,N,311.25,0,6.7,3.06,2.11
194,green,verde,6.43,1.75,4.72,2.18,5.48,2.46,5,2,A,69.46,2,UnAv,UnAv,UnAv
389,shy,vergonzoso,3.14,1.70,6.13,1.84,3.22,1.76,10,4,A,3.75,1,UnAv,UnAv,UnAv
733,dump,vertedero,2.20,1.57,4.81,2.26,3.84,2.03,9,4,N,1.61,0,UnAv,UnAv,UnAv
133,dress,vestido,6.32,1.35,5.32,1.84,6.16,1.84,7,3,N,57.14,0,6.26,6,UnAv
1018,travel,viajes,7.84,1.72,7.39,1.74,5.99,2.14,6,2,N,0,0,UnAv,UnAv,UnAv
618,victim,víctima,1.74,1.36,6.37,2.02,2.74,1.80,7,3,N,34.64,1,6.21,5.06,4.46
972,scapegoat,victimismo,2.48,1.62,5.90,2.01,4.16,2.27,10,4,N,0,0,UnAv,UnAv,UnAv
475,victory,victoria,7.93,1.37,7.19,2.09,6.47,2.22,8,3,N,65,0,3.76,3.87,4.16
258,life,vida,8.07,1.54,6.59,2.27,5.32,2.27,4,2,N,850.89,10,6.44,3.69,3.8
765,glass,vidrio,4.64,1.40,4.58,1.82,5.17,1.58,6,2,N,18.39,0,5.18,5.33,5.51
580,watch,vigilante,4.83,1.87,5.09,1.78,4.79,2.03,9,4,N/A,5.36,0,5.73,5.5,5.65
276,mighty,vigoroso,5.99,1.58,5.62,1.65,5.54,1.56,8,4,A,2.32,1,UnAv,UnAv,UnAv
496,wine,vino,4.88,2.00,5.47,1.76,5.14,2.09,4,2,N,127.86,11,6.39,5.56,6.15
344,rape,violación,1.11,0.48,7.98,1.51,2.13,1.84,9,4,N,9.29,1,5.82,4.71,5.55
478,violent,violento,1.69,1.00,7.06,1.74,3.58,2.31,8,3,A,14.29,1,UnAv,UnAv,UnAv
579,violin,violín,6.14,1.92,4.10,2.13,5.07,1.99,6,2,N,5.18,1,5.78,6.45,6.39
1027,virgin,virgen,4.66,2.03,4.23,2.03,5.01,2.03,6,2,N/A,29.64,0,5.38,4.54,5.55
479,virtue,virtud,7.27,1.38,5.10,2.17,5.47,2.09,6,2,N,25.18,0,5.05,2.95,3.36
402,smallpox,viruela,1.77,1.15,5.04,2.32,2.98,2.22,7,3,N,3.39,2,4,5.81,4.02
480,vision,visión,6.82,1.95,5.28,2.00,5.21,2.31,6,3,N,69.29,1,6.14,4.01,4.35
849,lively,vívido,5.70,1.86,5.93,1.85,5.13,1.90,6,3,A,0.36,1,UnAv,UnAv,UnAv
635,alive,vivo,8.07,1.31,6.54,2.13,6.53,2.19,4,2,A,62.32,7,UnAv,UnAv,UnAv
619,volcano,volcán,3.52,2.02,6.63,2.07,2.58,2.26,6,2,N,5.54,1,3.87,6.2,6.15
481,vomit,vómito,1.76,1.16,5.80,2.54,3.12,2.15,6,3,N,3.04,1,UnAv,UnAv,UnAv
1037,yacht,yate,6.57,1.81,5.19,2.23,5.49,1.92,4,2,N,9.64,7,3.57,5.95,6.32
371,sapphire,zafiro,6.71,1.83,5.21,2.12,5.12,1.87,6,3,N,1.43,0,UnAv,UnAv,UnAv
990,spanking,zurra,1.96,1.54,6.63,2.04,3.97,2.40,5,2,N,0.36,5,UnAv,UnAv,UnAv